245,203,944
1261,204,945
2278,203,948
3294,203,951
4310,203,955
5325,204,958
6341,207,960
7357,211,961
8373,222,961
9393,259,962
10408,275,962
11424,240,961
12440,251,961
13456,319,961
14477,382,960
15494,360,960
16510,348,959
17526,344,959
18542,359,958
19558,348,958
20574,345,957
21590,336,956
22606,237,956
23622,227,956
24638,224,955
25654,233,955
26670,247,955
27685,253,955
28702,313,955
29718,329,955
30734,288,955
31750,287,955
32765,313,955
33781,324,955
34798,334,955
35814,342,954
36830,340,953
37846,338,952
38861,341,951
39877,342,951
40894,307,951
41910,342,950
42926,292,950
43944,233,949
44961,210,949
45982,251,949
46998,254,949
48014,310,948
49031,225,948
50046,217,948
51062,217,947
52078,214,947
53094,214,946
54110,212,946
55127,211,945
56142,211,945
57158,207,944
58174,216,944
59190,218,944
60207,217,943
61222,216,943
62238,215,943
63254,216,943
64270,215,943
65286,217,942
66302,218,942
67318,214,942
68334,217,941
69350,278,941
70366,220,941
71382,218,941
72398,300,940
73414,236,940
74430,241,940
75446,284,940
76462,263,940
77484,289,940
78502,288,940
79518,271,939
80534,245,939
81551,236,939
82567,238,939
83582,238,939
84598,237,939
85614,233,939
86631,246,940
87647,250,940
88663,245,940
89678,213,940
90694,245,940
91710,234,940
92727,224,940
93743,210,940
94758,223,939
95774,213,939
96790,214,939
97807,228,939
98823,228,939
99838,228,939
100854,227,939
101870,223,939
102887,226,938
103903,214,938
104919,227,939
105934,228,939
106950,228,939
107970,225,939
108988,224,939
110004,228,939
111021,227,939
112039,226,938
113055,228,938
114071,227,938
115088,223,937
116104,223,937
117120,235,937
118135,274,937
119151,348,937
120168,343,935
121184,330,935
122200,311,934
123215,312,934
124232,319,933
125248,320,933
126264,322,933
127280,321,933
128295,326,933
129312,321,932
130328,315,932
131344,316,932
132360,225,932
133376,226,931
134392,229,932
135408,324,932
136424,295,931
137440,324,931
138456,233,931
139479,236,930
140496,217,930
141512,318,930
142529,318,929
143545,318,929
144564,304,929
145580,320,929
146595,320,928
147611,316,928
148627,290,928
149644,327,928
150660,324,928
151675,324,928
152691,323,928
153707,323,928
154723,323,928
155739,326,928
156754,327,927
157770,331,927
158786,332,926
159802,331,926
160818,230,926
161833,230,925
162849,330,925
163866,330,925
164882,330,925
165898,329,924
166914,330,924
167929,329,924
168945,330,924
169964,330,923
170982,331,923
171999,345,922
173015,380,922
174030,394,921
175046,393,921
176062,381,920
177081,389,920
178097,367,920
179112,334,919
180128,338,919
181144,229,919
182160,231,920
183176,238,920
184192,236,920
185207,227,920
186223,237,921
187239,238,921
188256,236,921
189272,237,922
190287,242,922
191303,240,922
192319,238,922
193335,235,922
194351,236,922
195366,234,922
196382,237,922
197398,247,922
198414,282,922
199430,329,922
200445,249,922
201465,244,922
202483,215,923
203499,224,923
204515,232,923
205531,274,923
206546,223,923
207562,223,923
208578,223,923
209598,224,924
210614,218,923
211630,210,923
212645,209,923
213662,207,923
214678,204,923
215694,204,923
216710,204,923
217726,204,923
218742,204,923
219758,204,923
220774,204,924
221790,204,924
222807,204,924
223822,204,925
224838,208,925
225854,204,925
226870,204,926
227887,204,926
228902,204,926
229918,204,926
230934,204,926
231950,204,926
232970,204,926
233988,204,926
235003,204,926
236020,204,926
237036,204,926
238052,204,926
239068,204,926
240083,207,926
241100,204,926
242119,204,926
243135,204,926
244151,204,925
245168,204,926
246183,204,926
247199,204,926
248215,204,926
249232,204,925
250248,207,925
251264,204,925
252279,204,925
253295,204,925
254312,204,925
255328,207,925
256344,204,925
257359,204,925
258375,204,925
259392,205,925
260408,204,925
261424,204,925
262439,204,926
263459,204,926
264477,204,926
265493,204,926
266510,204,926
267526,204,926
268541,204,925
269557,204,926
270573,206,926
271590,204,926
272606,204,926
273622,204,926
274640,204,926
275657,205,926
276673,204,926
277689,204,926
278705,204,926
279720,204,926
280737,204,926
281753,204,926
282769,204,926
283785,204,926
284801,204,926
285817,207,926
286833,204,926
287849,204,926
288865,204,926
289881,204,926
290897,204,926
291913,204,926
292929,204,926
293945,204,926
294965,204,926
295983,204,926
296998,204,926
298014,204,926
299030,204,926
300047,204,926
301063,207,925
302078,209,925
303094,223,924
304110,221,923
305135,377,923
306147,348,923
307161,347,922
308175,330,922
309189,310,922
310203,344,921
311217,317,920
312230,322,919
313244,326,918
314258,338,917
315272,361,917
316285,392,916
317299,372,915
318313,340,915
319328,373,914
320342,368,914
321355,398,914
322372,373,914
323386,360,914
324403,340,914
325419,372,914
326433,335,914
327447,291,914
328461,302,914
329475,289,914
330488,284,914
331502,283,913
332516,281,913
333530,326,913
334543,322,913
335557,276,913
336571,298,913
337586,291,913
338599,252,913
339613,250,913
340627,247,913
341641,234,913
342654,233,913
343668,234,914
344682,237,913
345696,231,914
346710,231,914
347723,231,914
348738,229,914
349752,230,914
350766,230,914
351779,229,914
352793,232,914
353807,234,914
354824,234,913
355841,236,913
356857,237,913
357871,238,914
358885,240,914
359899,237,914
360912,238,914
361926,238,914
362940,239,915
363955,240,915
364968,239,915
365982,239,914
366996,240,914
368010,240,914
369024,240,913
370037,242,914
371051,242,913
372065,244,914
373079,241,913
374093,242,913
375107,241,913
376121,359,912
377135,350,912
378148,355,912
379162,362,912
380176,365,912
381190,239,912
382203,221,911
383218,227,911
384232,223,910
385246,228,909
386259,226,909
387279,219,909
388295,225,908
389309,224,907
390324,217,907
391337,220,907
392351,218,906
393365,218,906
394379,216,905
395393,217,904
396406,228,904
397420,225,903
398434,226,902
399449,225,902
400462,226,901
401476,231,901
402490,230,900
403504,231,900
404517,232,900
405531,227,899
406545,228,899
407559,234,899
408572,238,899
409587,237,898
410601,238,898
411615,239,898
412628,238,897
413642,240,897
414656,239,896
415670,238,896
416684,238,896
417700,234,895
418717,233,895
419734,227,895
420748,224,896
421762,225,896
422775,234,896
423789,238,896
424803,232,896
425817,231,895
426830,232,895
427844,228,895
428858,236,895
429872,231,895
430885,237,894
431899,231,894
432913,224,894
433927,232,893
434939,225,893
435953,224,893
436967,226,893
437981,227,893
438994,229,893
440008,226,893
441022,225,893
442036,226,893
443049,220,893
444063,224,893
445077,224,894
446091,225,894
447105,226,894
448118,220,894
449135,230,895
450151,227,898
451165,217,904
452182,211,909
453195,223,912
454209,214,914
455223,208,915
456237,208,915
457250,209,915
458264,223,916
459278,229,916
460292,218,914
461305,212,912
462319,222,910
463333,225,909
464347,217,908
465360,228,907
466374,210,906
467388,209,905
468402,209,905
469415,209,905
470428,209,904
471442,216,904
472456,210,904
473469,235,903
474483,231,903
475497,227,903
476511,229,903
477524,226,905
478538,234,904
479552,245,904
480569,336,904
481585,339,906
482598,324,912
483612,213,910
484630,217,909
485644,247,907
486683,232,906
487700,233,905
488714,217,905
489728,235,903
490741,226,902
491755,236,902
492770,212,901
493784,212,901
494797,210,900
495811,223,900
496825,230,899
497839,214,898
498852,226,898
499866,209,897
500880,211,897
501895,211,897
502908,211,896
503922,210,896
504936,210,896
505950,210,896
506963,211,896
507977,212,896
508991,212,896
510005,342,896
511022,388,895
512038,391,895
513052,398,895
514066,405,895
515080,226,894
516093,228,894
517111,237,899
518125,244,907
519139,359,915
520153,340,920
521166,238,923
522180,315,925
523194,304,927
524208,306,928
525221,304,929
526236,262,931
527250,294,927
528264,293,925
529277,296,926
530291,289,929
531305,289,932
532319,250,934
533332,287,931
534347,293,933
535361,303,936
536375,315,938
537389,332,939
538402,319,941
539416,344,942
540430,280,942
541444,243,943
542460,239,944
543477,241,943
544491,242,942
545505,240,940
546519,240,942
547532,240,943
548546,238,944
549564,241,941
550578,327,939
551591,372,935
552605,380,933
553619,334,931
554633,261,929
555646,250,928
556660,252,931
557674,285,934
558689,319,934
559703,313,936
560716,319,935
561730,264,932
562744,254,933
563758,250,934
564771,249,933
565785,248,936
566799,248,937
567813,249,939
568826,249,941
569841,248,940
570855,239,938
571869,250,935
572886,250,933
573901,247,935
574915,246,939
575929,243,939
576943,224,936
577957,214,932
578971,215,930
579985,214,928
580999,207,928
582016,242,931
583029,245,931
584043,251,932
585057,257,933
586072,257,931
587085,255,932
588099,282,936
589113,273,939
590127,249,941
591140,260,943
592154,243,940
593168,242,941
594182,242,942
595195,240,943
596209,240,941
597224,241,937
598238,240,934
599251,241,931
600265,244,929
601279,249,928
602293,333,927
603307,269,926
604323,244,924
605339,294,923
606354,308,922
607368,303,921
608381,304,921
609417,302,921
610436,311,922
611454,369,921
612473,346,920
613492,370,919
614511,406,919
615530,366,918
616550,336,918
617569,266,924
618588,286,930
619607,271,931
620625,296,928
621647,301,925
622667,277,924
623686,289,922
624705,260,923
625724,275,929
626743,242,933
627762,246,936
628781,277,933
629800,261,929
630819,267,927
631838,270,925
632857,271,925
633880,267,924
634901,262,922
635920,259,921
636939,259,920
637958,256,918
638977,258,917
639996,262,916
641015,262,916
642034,252,915
643053,230,914
644072,213,914
645091,217,913
646110,222,912
647130,227,913
648148,228,918
649167,228,921
650186,227,921
651205,227,925
652224,226,931
653243,227,935
654266,226,938
655285,227,939
656304,228,941
657323,234,941
658341,243,935
659360,260,932
660379,254,929
661398,260,927
662418,214,926
663437,260,924
664456,210,923
665478,224,921
666500,258,920
667518,252,920
668537,263,919
669556,263,918
670575,260,917
671594,261,917
672613,253,916
673632,220,915
674652,259,915
675671,259,914
676689,259,914
677708,241,913
678727,277,913
679746,237,912
680765,213,912
681784,221,911
682804,213,911
683823,265,910
684841,267,910
685860,276,910
686882,271,909
687901,251,909
688920,255,909
689940,260,909
690959,257,909
691978,259,909
692997,254,908
694016,264,907
695034,265,907
696057,262,906
697078,241,906
698097,220,905
699116,243,905
700135,248,905
701154,219,905
702174,252,905
703193,236,904
704211,258,904
705230,260,904
706249,260,904
707268,256,904
708287,252,903
709306,223,903
710326,254,903
711345,250,903
712364,233,902
713382,211,902
714401,255,902
715420,238,902
716439,261,902
717458,260,902
718478,262,901
719500,264,901
720519,261,901
721538,232,901
722556,231,901
723575,231,902
724594,231,903
725614,231,906
726633,230,906
727655,233,905
728677,235,904
729696,235,904
730715,236,903
731734,235,903
732752,236,903
733771,236,903
734790,240,904
735810,239,906
736829,275,905
737848,306,905
738867,297,904
739886,281,907
740904,299,916
741923,286,923
742943,292,927
743962,289,931
744981,275,933
746000,270,935
747019,261,937
748038,265,938
749057,287,939
750076,291,941
751095,292,941
752117,293,941
753136,292,942
754155,281,943
755174,279,944
756193,269,945
757213,267,945
758235,281,946
759256,289,946
760274,292,946
761294,292,947
762313,250,947
763332,273,946
764351,273,947
765370,278,946
766389,292,947
767408,295,948
768427,298,946
769446,275,943
770465,228,940
771484,235,937
772503,234,935
773522,224,933
774541,268,931
775560,282,929
776580,225,928
777598,271,926
778617,276,925
779636,273,925
780655,276,924
781674,287,925
782693,279,925
783713,276,925
784735,268,926
785754,222,926
786772,280,927
787791,229,928
788810,217,929
789832,221,928
790853,220,927
791872,221,927
792891,291,933
793910,280,935
794929,217,934
795948,218,933
796966,217,934
797985,215,937
799004,209,939
800023,218,938
801042,221,938
802061,217,940
803080,220,941
804099,223,942
805117,221,941
806136,219,938
807155,217,936
808174,215,936
809193,215,937
810212,217,937
811231,215,938
812250,218,938
813268,216,938
814287,215,941
815306,216,942
816325,220,940
817347,223,936
818366,263,934
819385,265,932
820404,265,931
821426,266,931
822447,267,930
823465,267,932
824484,260,933
825503,265,933
826522,265,934
827541,222,934
828560,276,932
829579,218,930
830598,281,927
831617,224,925
832635,223,923
833655,217,922
834674,217,920
835693,237,919
836712,269,918
837731,262,918
838750,268,918
839768,226,918
840786,252,916
841805,275,915
842824,217,915
843843,217,920
844862,213,921
845881,217,923
846900,218,930
847919,217,937
848937,262,935
849960,225,931
850979,276,927
852001,277,925
853023,284,922
854042,315,920
855061,316,919
856080,303,918
857099,311,917
858118,310,916
859137,312,915
860156,312,914
861175,314,914
862194,318,915
863213,316,926
864232,221,933
865251,216,938
866270,305,940
867290,227,936
868308,309,932
869327,314,930
870346,317,930
871365,314,934
872384,227,939
873403,307,942
874422,229,945
875442,222,947
876461,223,949
877479,285,950
878498,223,951
879517,291,952
880536,303,953
881555,314,952
882578,314,948
883600,317,946
884621,322,944
885641,320,941
886660,322,939
887678,323,939
888697,326,941
889716,328,944
890735,328,947
891754,329,948
892774,326,949
893793,325,950
894812,323,951
895831,325,950
896849,309,950
897868,318,950
898887,316,951
899907,327,950
900926,277,946
901945,242,945
902964,278,943
903983,320,943
905001,289,945
906020,302,946
907039,241,949
908059,243,946
909078,241,942
910097,245,939
911116,247,936
912135,290,935
913154,269,941
914172,255,944
915228,254,940
916247,253,938
917266,269,939
918285,246,943
919304,242,943
920323,241,940
921342,242,938
922361,245,937
923380,244,938
924399,248,942
925418,248,946
926437,291,948
927456,285,950
928475,301,951
929494,279,952
930512,246,953
931531,248,953
932550,246,949
933569,249,945
934588,299,943
935607,293,941
936626,245,939
937645,288,937
938663,247,935
939682,247,934
940701,247,934
941720,241,936
942739,241,936
943762,242,935
944783,244,935
945805,242,936
946825,245,933
947844,244,932
948862,243,931
949881,244,930
950900,245,928
951919,243,927
952939,222,925
953958,247,924
954977,246,925
955996,244,929
957015,244,935
958033,237,938
959053,222,938
960072,240,936
961091,244,933
962110,218,931
963129,239,931
964149,242,929
965168,240,928
966187,243,926
967205,246,925
968224,240,926
969243,242,929
970263,244,937
971282,239,942
972301,241,945
973320,241,946
974343,238,948
975364,220,950
976382,242,951
977402,244,952
978424,245,953
979443,242,954
980462,240,955
981481,237,956
982500,238,957
983520,239,958
984539,239,958
985558,239,959
986576,239,960
987595,238,960
988615,239,961
989634,240,961
990653,217,962
991672,239,962
992691,240,962
993710,239,963
994729,236,963
995748,237,963
996767,241,964
997786,254,964
998805,303,962
999825,232,962
1000844,257,963
1001863,253,964
1002882,317,963
1003900,243,959
1004919,311,959
1005942,354,960
1006963,300,956
1007983,249,958
1009002,241,954
1010021,300,952
1011043,248,950
1012063,323,952
1013082,305,954
1014100,245,951
1015119,309,956
1016138,255,960
1017157,244,962
1018177,252,963
1019196,243,958
1020215,249,960
1021234,252,962
1022253,245,963
1023272,244,963
1024291,244,964
1025310,244,964
1026329,246,965
1027348,241,966
1028367,246,966
1029387,246,967
1030406,238,966
1031425,246,967
1032443,250,966
1033462,246,966
1034482,244,962
1035501,250,964
1036523,251,965
1037545,246,965
1038564,291,962
1039583,249,959
1040602,252,956
1041624,247,954
1042643,359,953
1043662,244,958
1044681,242,956
1045700,253,954
1046719,246,953
1047739,252,957
1048758,306,955
1049777,299,953
1050796,251,952
1051814,374,951
1052833,274,955
1053853,244,953
1054872,247,951
1055891,348,950
1056910,241,951
1057929,247,950
1058949,304,954
1059968,251,957
1060986,367,960
1062005,362,961
1063024,245,962
1064043,248,961
