2017-05-18 22:40:18,2017-05-18 22:40:18,47.55383,-120.50367,31,97,4724.40,"Ti=95/Te=50/P= 56895/V=7967"
2017-05-18 22:40:33,2017-05-18 22:40:33,47.55383,-120.50183,31,102,4750.00,"Ti=95/Te=50/P= 56721/V=7967"
2017-05-18 22:40:48,2017-05-18 22:40:48,47.55350,-120.50000,37,100,4779.57,"Ti=95/Te=50/P= 56513/V=7967"
2017-05-18 22:41:04,2017-05-18 22:41:04,47.55333,-120.49783,37,96,4811.27,"Ti=95/Te=51/P= 56316/V=7947"
2017-05-18 22:41:19,2017-05-18 22:41:19,47.55317,-120.49567,37,96,4842.05,"Ti=95/Te=50/P= 56089/V=7947"
2017-05-18 22:41:34,2017-05-18 22:41:34,47.55300,-120.49350,39,95,4873.45,"Ti=95/Te=50/P= 55862/V=7947"
2017-05-18 22:41:49,2017-05-18 22:41:49,47.55267,-120.49150,41,98,4903.32,"Ti=95/Te=50/P= 55616/V=7947"
2017-05-18 22:42:04,2017-05-18 22:42:04,47.55250,-120.48917,37,103,4941.42,"Ti=95/Te=50/P= 55392/V=7947"
2017-05-18 22:42:19,2017-05-18 22:42:19,47.55200,-120.48700,43,105,4983.48,"Ti=95/Te=49/P= 55096/V=7947"
2017-05-18 22:42:34,2017-05-18 22:42:34,47.55150,-120.48450,46,102,5025.24,"Ti=95/Te=50/P= 54798/V=7947"
2017-05-18 22:42:49,2017-05-18 22:42:49,47.55100,-120.48217,46,115,5072.18,"Ti=95/Te=49/P= 54499/V=7947"
2017-05-18 22:43:04,2017-05-18 22:43:04,47.55017,-120.47967,46,107,5115.46,"Ti=94/Te=49/P= 54168/V=7947"
2017-05-18 22:43:19,2017-05-18 22:43:19,47.54967,-120.47717,46,116,5154.78,"Ti=95/Te=49/P= 53878/V=7947"
2017-05-18 22:43:34,2017-05-18 22:43:34,47.54883,-120.47483,52,114,5199.89,"Ti=94/Te=49/P= 53592/V=7947"
2017-05-18 22:43:49,2017-05-18 22:43:49,47.54800,-120.47250,52,111,5242.56,"Ti=94/Te=49/P= 53268/V=7947"
2017-05-18 22:44:04,2017-05-18 22:44:04,47.54733,-120.46983,48,113,5282.49,"Ti=94/Te=49/P= 52983/V=7947"
2017-05-18 22:44:19,2017-05-18 22:44:19,47.54667,-120.46750,48,110,5325.16,"Ti=94/Te=49/P= 52690/V=7947"
2017-05-18 22:44:34,2017-05-18 22:44:34,47.54600,-120.46483,48,111,5371.49,"Ti=94/Te=48/P= 52409/V=7947"
2017-05-18 22:44:49,2017-05-18 22:44:49,47.54533,-120.46233,52,110,5415.38,"Ti=94/Te=48/P= 52065/V=7947"
2017-05-18 22:45:04,2017-05-18 22:45:04,47.54483,-120.45983,44,111,5462.93,"Ti=94/Te=47/P= 51754/V=7947"
2017-05-18 22:45:19,2017-05-18 22:45:19,47.54417,-120.45750,50,111,5512.92,"Ti=94/Te=47/P= 51413/V=7947"
2017-05-18 22:45:34,2017-05-18 22:45:34,47.54350,-120.45500,48,111,5557.11,"Ti=94/Te=47/P= 51107/V=7947"
2017-05-18 22:45:49,2017-05-18 22:45:49,47.54300,-120.45233,46,104,5597.65,"Ti=94/Te=46/P= 50818/V=7947"
2017-05-18 22:46:04,2017-05-18 22:46:04,47.54250,-120.44983,46,109,5635.45,"Ti=94/Te=46/P= 50527/V=7947"
2017-05-18 22:46:19,2017-05-18 22:46:19,47.54200,-120.44717,50,100,5673.85,"Ti=94/Te=46/P= 50296/V=7947"
2017-05-18 22:46:34,2017-05-18 22:46:34,47.54167,-120.44450,48,102,5713.17,"Ti=94/Te=46/P= 50016/V=7947"
2017-05-18 22:46:49,2017-05-18 22:46:49,47.54117,-120.44217,48,113,5753.40,"Ti=94/Te=45/P= 49774/V=7927"
2017-05-18 22:47:04,2017-05-18 22:47:04,47.54067,-120.43950,46,103,5794.25,"Ti=94/Te=46/P= 49493/V=7947"
2017-05-18 22:47:19,2017-05-18 22:47:19,47.54017,-120.43700,48,108,5832.35,"Ti=94/Te=46/P= 49239/V=7947"
2017-05-18 22:47:34,2017-05-18 22:47:34,47.53950,-120.43433,48,103,5878.07,"Ti=94/Te=45/P= 48975/V=7947"
2017-05-18 22:47:49,2017-05-18 22:47:49,47.53883,-120.43150,54,110,5925.01,"Ti=94/Te=44/P= 48663/V=7927"
2017-05-18 22:48:04,2017-05-18 22:48:04,47.53800,-120.42867,61,113,5967.68,"Ti=94/Te=44/P= 48368/V=7947"
